x,y,Initial_Distribution,Climate_Suitability
-114.7083333,60.04166667,0,28
-114.625,60.04166667,0,28
-114.5416667,60.04166667,0,28
-114.4583333,60.04166667,0,28
-114.375,60.04166667,0,31
-114.2916667,60.04166667,0,32
-114.2083333,60.04166667,0,32
-114.125,60.04166667,0,31
-114.0416667,60.04166667,0,31
-113.9583333,60.04166667,0,29
-113.875,60.04166667,0,26
-113.7916667,60.04166667,0,27
-113.7083333,60.04166667,0,31
-113.625,60.04166667,0,30
-113.5416667,60.04166667,0,28
-113.4583333,60.04166667,0,28
-113.375,60.04166667,0,27
-113.2916667,60.04166667,0,28
-113.2083333,60.04166667,0,28
-113.125,60.04166667,0,28
-113.0416667,60.04166667,0,27
-112.9583333,60.04166667,0,27
-112.875,60.04166667,0,27
-112.7916667,60.04166667,0,26
-112.7083333,60.04166667,0,25
-112.625,60.04166667,0,25
-112.5416667,60.04166667,0,26
-112.4583333,60.04166667,0,25
-112.375,60.04166667,0,25
-112.2916667,60.04166667,0,24
-112.2083333,60.04166667,0,25
-112.125,60.04166667,0,23
-112.0416667,60.04166667,0,23
-111.9583333,60.04166667,0,23
-111.875,60.04166667,0,22
-111.7916667,60.04166667,0,20
-111.7083333,60.04166667,0,20
-111.625,60.04166667,0,19
-111.5416667,60.04166667,0,19
-111.4583333,60.04166667,0,19
-111.375,60.04166667,0,19
-111.2916667,60.04166667,0,18
-111.2083333,60.04166667,0,18
-111.125,60.04166667,0,18
-111.0416667,60.04166667,0,19
-110.9583333,60.04166667,0,18
-110.875,60.04166667,0,17
-110.7916667,60.04166667,0,17
-110.7083333,60.04166667,0,17
-110.625,60.04166667,0,16
-110.5416667,60.04166667,0,17
-110.4583333,60.04166667,0,16
-110.375,60.04166667,0,16
-110.2916667,60.04166667,0,16
-110.2083333,60.04166667,0,16
-110.125,60.04166667,0,16
-110.0416667,60.04166667,0,17
-139.0416667,59.95833333,0,346
-138.9583333,59.95833333,0,330
-138.875,59.95833333,0,243
-138.7916667,59.95833333,0,228
-138.7083333,59.95833333,0,297
-138.625,59.95833333,0,286
-138.5416667,59.95833333,0,274
-138.4583333,59.95833333,0,276
-138.375,59.95833333,0,282
-138.2916667,59.95833333,0,306
-138.2083333,59.95833333,0,263
-138.125,59.95833333,0,240
-138.0416667,59.95833333,0,177
-137.9583333,59.95833333,0,169
-137.875,59.95833333,0,196
-137.7916667,59.95833333,0,163
-137.7083333,59.95833333,0,160
-137.625,59.95833333,0,155
-137.5416667,59.95833333,0,122
-137.4583333,59.95833333,0,113
-137.375,59.95833333,0,97
-137.2916667,59.95833333,0,87
-137.2083333,59.95833333,0,84
-137.125,59.95833333,0,75
-137.0416667,59.95833333,0,99
-136.9583333,59.95833333,0,103
-136.875,59.95833333,0,79
-136.7916667,59.95833333,0,67
-136.7083333,59.95833333,0,80
-136.625,59.95833333,0,90
-136.5416667,59.95833333,0,87
-136.4583333,59.95833333,0,97
-136.375,59.95833333,0,92
-136.2916667,59.95833333,0,85
-136.2083333,59.95833333,0,99
-136.125,59.95833333,0,97
-136.0416667,59.95833333,0,98
-135.9583333,59.95833333,0,100
-135.875,59.95833333,0,90
-135.7916667,59.95833333,0,88
-135.7083333,59.95833333,0,97
-135.625,59.95833333,0,83
-135.5416667,59.95833333,0,90
-135.4583333,59.95833333,0,90
-135.375,59.95833333,0,85
-135.2916667,59.95833333,0,78
-135.2083333,59.95833333,0,74
-135.125,59.95833333,0,82
-135.0416667,59.95833333,0,63
-134.9583333,59.95833333,0,61
-134.875,59.95833333,0,52
-134.7916667,59.95833333,0,62
-134.7083333,59.95833333,0,42
-134.625,59.95833333,0,34
-134.5416667,59.95833333,0,41
-134.4583333,59.95833333,0,41
-134.375,59.95833333,0,28
-134.2916667,59.95833333,0,30
-134.2083333,59.95833333,0,24
-134.125,59.95833333,0,25
-134.0416667,59.95833333,0,30
-133.9583333,59.95833333,0,31
-133.875,59.95833333,0,34
-133.7916667,59.95833333,0,29
-133.7083333,59.95833333,0,41
-133.625,59.95833333,0,37
-133.5416667,59.95833333,0,38
-133.4583333,59.95833333,0,40
-133.375,59.95833333,0,41
-133.2916667,59.95833333,0,43
-133.2083333,59.95833333,0,43
-133.125,59.95833333,0,43
-133.0416667,59.95833333,0,42
-132.9583333,59.95833333,0,39
-132.875,59.95833333,0,39
-132.7916667,59.95833333,0,40
-132.7083333,59.95833333,0,43
-132.625,59.95833333,0,46
-132.5416667,59.95833333,0,60
-132.4583333,59.95833333,0,51
-132.375,59.95833333,0,37
-132.2916667,59.95833333,0,37
-132.2083333,59.95833333,0,46
-132.125,59.95833333,0,47
-132.0416667,59.95833333,0,48
-131.9583333,59.95833333,0,49
-131.875,59.95833333,0,57
-131.7916667,59.95833333,0,54
-131.7083333,59.95833333,0,54
-131.625,59.95833333,0,63
-131.5416667,59.95833333,0,65
-131.4583333,59.95833333,0,72
-131.375,59.95833333,0,72
-131.2916667,59.95833333,0,69
-131.2083333,59.95833333,0,62
-131.125,59.95833333,0,67
-131.0416667,59.95833333,0,79
-130.9583333,59.95833333,0,77
-130.875,59.95833333,0,77
-130.7916667,59.95833333,0,89
-130.7083333,59.95833333,0,100
-130.625,59.95833333,0,103
-130.5416667,59.95833333,0,104
-130.4583333,59.95833333,0,98
-130.375,59.95833333,0,87
-130.2916667,59.95833333,0,83
-130.2083333,59.95833333,0,89
-130.125,59.95833333,0,77
-130.0416667,59.95833333,0,67
-129.9583333,59.95833333,0,65
-129.875,59.95833333,0,60
-129.7916667,59.95833333,0,56
-129.7083333,59.95833333,0,59
-129.625,59.95833333,0,58
-129.5416667,59.95833333,0,51
-129.4583333,59.95833333,0,43
-129.375,59.95833333,0,39
-129.2916667,59.95833333,0,36
-129.2083333,59.95833333,0,34
-129.125,59.95833333,0,32
-129.0416667,59.95833333,0,29
-128.9583333,59.95833333,0,27
-128.875,59.95833333,0,26
-128.7916667,59.95833333,0,25
-128.7083333,59.95833333,0,24
-128.625,59.95833333,0,23
-128.5416667,59.95833333,0,26
-128.4583333,59.95833333,0,27
-128.375,59.95833333,0,26
-128.2916667,59.95833333,0,24
-128.2083333,59.95833333,0,24
-128.125,59.95833333,0,26
-128.0416667,59.95833333,0,26
-127.9583333,59.95833333,0,24
-127.875,59.95833333,0,23
-127.7916667,59.95833333,0,24
-127.7083333,59.95833333,0,25
-127.625,59.95833333,0,25
-127.5416667,59.95833333,0,25
-127.4583333,59.95833333,0,27
-127.375,59.95833333,0,35
-127.2916667,59.95833333,0,35
-127.2083333,59.95833333,0,33
-127.125,59.95833333,0,33
-127.0416667,59.95833333,0,34
-126.9583333,59.95833333,0,39
-126.875,59.95833333,0,38
-126.7916667,59.95833333,0,31
-126.7083333,59.95833333,0,28
-126.625,59.95833333,0,31
-126.5416667,59.95833333,0,33
-126.4583333,59.95833333,0,30
-126.375,59.95833333,0,29
-126.2916667,59.95833333,0,30
-126.2083333,59.95833333,0,33
-126.125,59.95833333,0,39
-126.0416667,59.95833333,0,41
-125.9583333,59.95833333,0,41
-125.875,59.95833333,0,43
-125.7916667,59.95833333,0,45
-125.7083333,59.95833333,0,42
-125.625,59.95833333,0,45
-125.5416667,59.95833333,0,43
-125.4583333,59.95833333,0,44
-125.375,59.95833333,0,47
-125.2916667,59.95833333,0,39
-125.2083333,59.95833333,0,37
-125.125,59.95833333,0,46
-125.0416667,59.95833333,0,51
-124.9583333,59.95833333,0,52
-124.875,59.95833333,0,46
-124.7916667,59.95833333,0,37
-124.7083333,59.95833333,0,36
-124.625,59.95833333,0,37
-124.5416667,59.95833333,0,33
-124.4583333,59.95833333,0,31
-124.375,59.95833333,0,30
-124.2916667,59.95833333,0,38
-124.2083333,59.95833333,0,32
-124.125,59.95833333,0,31
-124.0416667,59.95833333,0,31
-123.9583333,59.95833333,0,32
-123.875,59.95833333,0,33
-123.7916667,59.95833333,0,30
-123.7083333,59.95833333,0,27
-123.625,59.95833333,0,30
-123.5416667,59.95833333,0,32
-123.4583333,59.95833333,0,31
-123.375,59.95833333,0,31
-123.2916667,59.95833333,0,31
-123.2083333,59.95833333,0,31
-123.125,59.95833333,0,34
-123.0416667,59.95833333,0,33
-122.9583333,59.95833333,0,32
-122.875,59.95833333,0,32
-122.7916667,59.95833333,0,30
-122.7083333,59.95833333,0,32
-122.625,59.95833333,0,35
-122.5416667,59.95833333,0,36
-122.4583333,59.95833333,0,33
-122.375,59.95833333,0,33
-122.2916667,59.95833333,0,33
-122.2083333,59.95833333,0,32
-122.125,59.95833333,0,32
-122.0416667,59.95833333,0,35
-121.9583333,59.95833333,0,39
-121.875,59.95833333,0,40
-121.7916667,59.95833333,0,42
-121.7083333,59.95833333,0,41
-121.625,59.95833333,0,42
-121.5416667,59.95833333,0,41
-121.4583333,59.95833333,0,40
-121.375,59.95833333,0,41
-121.2916667,59.95833333,0,42
-121.2083333,59.95833333,0,42
-121.125,59.95833333,0,42
-121.0416667,59.95833333,0,44
-120.9583333,59.95833333,0,44
-120.875,59.95833333,0,44
-120.7916667,59.95833333,0,44
-120.7083333,59.95833333,0,43
-120.625,59.95833333,0,45
-120.5416667,59.95833333,0,48
-120.4583333,59.95833333,0,46
-120.375,59.95833333,0,46
-120.2916667,59.95833333,0,44
-120.2083333,59.95833333,0,42
-120.125,59.95833333,0,43
-120.0416667,59.95833333,0,42
-119.9583333,59.95833333,0,41
-119.875,59.95833333,0,41
-119.7916667,59.95833333,0,40
-119.7083333,59.95833333,0,42
-119.625,59.95833333,0,40
-119.5416667,59.95833333,0,41
-119.4583333,59.95833333,0,42
-119.375,59.95833333,0,39
-119.2916667,59.95833333,0,39
-119.2083333,59.95833333,0,39
-119.125,59.95833333,0,37
-119.0416667,59.95833333,0,36
-118.9583333,59.95833333,0,37
-118.875,59.95833333,0,38
-118.7916667,59.95833333,0,37
-118.7083333,59.95833333,0,37
-118.625,59.95833333,0,33
-118.5416667,59.95833333,0,34
-118.4583333,59.95833333,0,35
-118.375,59.95833333,0,34
-118.2916667,59.95833333,0,34
-118.2083333,59.95833333,0,34
-118.125,59.95833333,0,33
-118.0416667,59.95833333,0,32
-117.9583333,59.95833333,0,32
-117.875,59.95833333,0,32
-117.7916667,59.95833333,0,32
-117.7083333,59.95833333,0,32
-117.625,59.95833333,0,32
-117.5416667,59.95833333,0,30
-117.4583333,59.95833333,0,30
-117.375,59.95833333,0,29
-117.2916667,59.95833333,0,25
-117.2083333,59.95833333,0,25
-117.125,59.95833333,0,24
-117.0416667,59.95833333,0,27
-116.9583333,59.95833333,0,26
-116.875,59.95833333,0,26
-116.7916667,59.95833333,0,27
-116.7083333,59.95833333,0,27
-116.625,59.95833333,0,29
-116.5416667,59.95833333,0,30
-116.4583333,59.95833333,0,31
-116.375,59.95833333,0,31
-116.2916667,59.95833333,0,31
-116.2083333,59.95833333,0,30
-116.125,59.95833333,0,28
-116.0416667,59.95833333,0,29
-115.9583333,59.95833333,0,29
-115.875,59.95833333,0,29
-115.7916667,59.95833333,0,30
-115.7083333,59.95833333,0,30
-115.625,59.95833333,0,30
-115.5416667,59.95833333,0,29
-115.4583333,59.95833333,0,30
-115.375,59.95833333,0,29
-115.2916667,59.95833333,0,30
-115.2083333,59.95833333,0,31
-115.125,59.95833333,0,32
-115.0416667,59.95833333,0,32
-114.9583333,59.95833333,0,33
-114.875,59.95833333,0,32
-114.7916667,59.95833333,0,32
-114.7083333,59.95833333,0,34
-114.625,59.95833333,0,33
-114.5416667,59.95833333,0,34
-114.4583333,59.95833333,0,35
-114.375,59.95833333,0,37
-114.2916667,59.95833333,0,38
-114.2083333,59.95833333,0,37
-114.125,59.95833333,0,37
-114.0416667,59.95833333,0,35
-113.9583333,59.95833333,0,32
-113.875,59.95833333,0,30
-113.7916667,59.95833333,0,30
-113.7083333,59.95833333,0,36
-113.625,59.95833333,0,35
-113.5416667,59.95833333,0,31
-113.4583333,59.95833333,0,29
-113.375,59.95833333,0,28
-113.2916667,59.95833333,0,28
-113.2083333,59.95833333,0,28
-113.125,59.95833333,0,27
-113.0416667,59.95833333,0,27
-112.9583333,59.95833333,0,27
-112.875,59.95833333,0,26
-112.7916667,59.95833333,0,25
-112.7083333,59.95833333,0,27
-112.625,59.95833333,0,27
-112.5416667,59.95833333,0,25
-112.4583333,59.95833333,0,25
-112.375,59.95833333,0,27
-112.2916667,59.95833333,0,28
-112.2083333,59.95833333,0,25
-112.125,59.95833333,0,24
-112.0416667,59.95833333,0,24
-111.9583333,59.95833333,0,25
-111.875,59.95833333,0,24
-111.7916667,59.95833333,0,23
-111.7083333,59.95833333,0,22
-111.625,59.95833333,0,20
-111.5416667,59.95833333,0,20
-111.4583333,59.95833333,0,20
-111.375,59.95833333,0,20
-111.2916667,59.95833333,0,20
-111.2083333,59.95833333,0,20
-111.125,59.95833333,0,18
-111.0416667,59.95833333,0,18
-110.9583333,59.95833333,0,18
-110.875,59.95833333,0,19
-110.7916667,59.95833333,0,20
-110.7083333,59.95833333,0,17
-110.625,59.95833333,0,17
-110.5416667,59.95833333,0,16
-110.4583333,59.95833333,0,16
-110.375,59.95833333,0,17
-110.2916667,59.95833333,0,17
-110.2083333,59.95833333,0,17
-110.125,59.95833333,0,17
-110.0416667,59.95833333,0,16
-139.0416667,59.875,0,343
-138.9583333,59.875,0,371
-138.875,59.875,0,365
-138.7916667,59.875,0,349
-138.7083333,59.875,0,305
-138.625,59.875,0,252
-138.5416667,59.875,0,327
-138.4583333,59.875,0,307
-138.375,59.875,0,317
-138.2916667,59.875,0,289
-138.2083333,59.875,0,294
-138.125,59.875,0,310
-138.0416667,59.875,0,313
-137.9583333,59.875,0,258
-137.875,59.875,0,250
-137.7916667,59.875,0,170
-137.7083333,59.875,0,165
-137.625,59.875,0,158
-137.5416667,59.875,0,121
-137.4583333,59.875,0,122
-137.375,59.875,0,113
-137.2916667,59.875,0,127
-137.2083333,59.875,0,87
-137.125,59.875,0,83
-137.0416667,59.875,0,101
-136.9583333,59.875,0,110
-136.875,59.875,0,90
-136.7916667,59.875,0,79
-136.7083333,59.875,0,87
-136.625,59.875,0,103
-136.5416667,59.875,0,107
-136.4583333,59.875,0,105
-136.375,59.875,0,93
-136.2916667,59.875,0,100
-136.2083333,59.875,0,103
-136.125,59.875,0,104
-136.0416667,59.875,0,100
-135.9583333,59.875,0,107
-135.875,59.875,0,101
-135.7916667,59.875,0,98
-135.7083333,59.875,0,96
-135.625,59.875,0,97
-135.5416667,59.875,0,92
-135.4583333,59.875,0,94
-135.375,59.875,0,89
-135.2916667,59.875,0,83
-135.2083333,59.875,0,76
-135.125,59.875,0,76
-135.0416667,59.875,0,71
-134.9583333,59.875,0,66
-134.875,59.875,0,74
-134.7916667,59.875,0,49
-134.7083333,59.875,0,54
-134.625,59.875,0,71
-134.5416667,59.875,0,66
-134.4583333,59.875,0,56
-134.375,59.875,0,42
-134.2916667,59.875,0,24
-134.2083333,59.875,0,25
-134.125,59.875,0,38
-134.0416667,59.875,0,32
-133.9583333,59.875,0,31
-133.875,59.875,0,33
-133.7916667,59.875,0,30
-133.7083333,59.875,0,37
-133.625,59.875,0,46
-133.5416667,59.875,0,47
-133.4583333,59.875,0,42
-133.375,59.875,0,48
-133.2916667,59.875,0,45
-133.2083333,59.875,0,43
-133.125,59.875,0,43
-133.0416667,59.875,0,40
-132.9583333,59.875,0,38
-132.875,59.875,0,36
-132.7916667,59.875,0,38
-132.7083333,59.875,0,44
-132.625,59.875,0,43
-132.5416667,59.875,0,44
-132.4583333,59.875,0,42
-132.375,59.875,0,42
-132.2916667,59.875,0,34
-132.2083333,59.875,0,40
-132.125,59.875,0,49
-132.0416667,59.875,0,49
-131.9583333,59.875,0,49
-131.875,59.875,0,51
-131.7916667,59.875,0,52
-131.7083333,59.875,0,57
-131.625,59.875,0,61
-131.5416667,59.875,0,61
-131.4583333,59.875,0,64
-131.375,59.875,0,62
-131.2916667,59.875,0,62
-131.2083333,59.875,0,68
-131.125,59.875,0,71
-131.0416667,59.875,0,73
-130.9583333,59.875,0,77
-130.875,59.875,0,84
-130.7916667,59.875,0,86
-130.7083333,59.875,0,88
-130.625,59.875,0,92
-130.5416667,59.875,0,97
-130.4583333,59.875,0,98
-130.375,59.875,0,101
-130.2916667,59.875,0,96
-130.2083333,59.875,0,94
-130.125,59.875,0,85
-130.0416667,59.875,0,75
-129.9583333,59.875,0,65
-129.875,59.875,0,64
-129.7916667,59.875,0,57
-129.7083333,59.875,0,60
-129.625,59.875,0,67
-129.5416667,59.875,0,62
-129.4583333,59.875,0,52
-129.375,59.875,0,42
-129.2916667,59.875,0,39
-129.2083333,59.875,0,39
-129.125,59.875,0,37
-129.0416667,59.875,0,30
-128.9583333,59.875,0,28
-128.875,59.875,0,27
-128.7916667,59.875,0,25
-128.7083333,59.875,0,23
-128.625,59.875,0,22
-128.5416667,59.875,0,23
-128.4583333,59.875,0,23
-128.375,59.875,0,25
-128.2916667,59.875,0,23
-128.2083333,59.875,0,24
-128.125,59.875,0,24
-128.0416667,59.875,0,24
-127.9583333,59.875,0,24
-127.875,59.875,0,24
-127.7916667,59.875,0,26
-127.7083333,59.875,0,27
-127.625,59.875,0,27
-127.5416667,59.875,0,27
-127.4583333,59.875,0,26
-127.375,59.875,0,28
-127.2916667,59.875,0,35
-127.2083333,59.875,0,32
-127.125,59.875,0,28
-127.0416667,59.875,0,28
-126.9583333,59.875,0,28
-126.875,59.875,0,28
-126.7916667,59.875,0,29
-126.7083333,59.875,0,28
-126.625,59.875,0,31
-126.5416667,59.875,0,31
-126.4583333,59.875,0,29
-126.375,59.875,0,29
-126.2916667,59.875,0,31
-126.2083333,59.875,0,40
-126.125,59.875,0,42
-126.0416667,59.875,0,45
-125.9583333,59.875,0,46
-125.875,59.875,0,47
-125.7916667,59.875,0,48
-125.7083333,59.875,0,48
-125.625,59.875,0,51
-125.5416667,59.875,0,60
-125.4583333,59.875,0,61
-125.375,59.875,0,60
-125.2916667,59.875,0,44
-125.2083333,59.875,0,38
-125.125,59.875,0,38
-125.0416667,59.875,0,38
-124.9583333,59.875,0,39
-124.875,59.875,0,45
-124.7916667,59.875,0,36
-124.7083333,59.875,0,34
-124.625,59.875,0,34
-124.5416667,59.875,0,32
-124.4583333,59.875,0,33
