x,y,Initial_Distribution,Climate_Suitability
-114.2916667,58.70833333,0,25
-114.2083333,58.70833333,0,26
-114.125,58.70833333,0,29
-114.0416667,58.70833333,0,30
-113.9583333,58.70833333,0,28
-113.875,58.70833333,0,29
-113.7916667,58.70833333,0,28
-113.7083333,58.70833333,0,28
-113.625,58.70833333,0,27
-113.5416667,58.70833333,0,25
-113.4583333,58.70833333,0,26
-113.375,58.70833333,0,23
-113.2916667,58.70833333,0,23
-113.2083333,58.70833333,0,25
-113.125,58.70833333,0,26
-113.0416667,58.70833333,0,25
-112.9583333,58.70833333,0,25
-112.875,58.70833333,0,24
-112.7916667,58.70833333,0,23
-112.7083333,58.70833333,0,22
-112.625,58.70833333,0,23
-112.5416667,58.70833333,0,27
-112.4583333,58.70833333,0,25
-112.375,58.70833333,0,27
-112.2916667,58.70833333,0,27
-112.2083333,58.70833333,0,26
-112.125,58.70833333,0,26
-112.0416667,58.70833333,0,26
-111.9583333,58.70833333,0,26
-111.875,58.70833333,0,25
-111.7916667,58.70833333,0,25
-111.7083333,58.70833333,0,24
-111.625,58.70833333,0,22
-111.5416667,58.70833333,0,23
-111.4583333,58.70833333,0,23
-111.375,58.70833333,0,21
-111.2916667,58.70833333,0,21
-111.2083333,58.70833333,0,21
-111.125,58.70833333,0,20
-111.0416667,58.70833333,0,19
-110.9583333,58.70833333,0,19
-110.875,58.70833333,0,19
-110.7916667,58.70833333,0,19
-110.7083333,58.70833333,0,19
-110.625,58.70833333,0,17
-110.5416667,58.70833333,0,17
-110.4583333,58.70833333,0,20
-110.375,58.70833333,0,20
-110.2916667,58.70833333,0,21
-110.2083333,58.70833333,0,25
-110.125,58.70833333,0,22
-110.0416667,58.70833333,0,21
-137.7083333,58.625,0,394
-137.625,58.625,0,393
-137.5416667,58.625,0,390
-137.4583333,58.625,0,340
-137.375,58.625,0,302
-137.2916667,58.625,0,399
-137.2083333,58.625,0,241
-137.125,58.625,0,230
-137.0416667,58.625,0,245
-136.9583333,58.625,0,248
-136.875,58.625,0,360
-136.7916667,58.625,0,256
-136.7083333,58.625,0,386
-136.625,58.625,0,415
-136.5416667,58.625,0,335
-136.4583333,58.625,0,348
-136.375,58.625,0,323
-136.2916667,58.625,0,301
-136.2083333,58.625,0,279
-136.125,58.625,0,263
-135.9583333,58.625,0,249
-135.875,58.625,0,295
-135.7916667,58.625,0,306
-135.7083333,58.625,0,328
-135.625,58.625,0,293
-135.5416667,58.625,0,315
-135.4583333,58.625,0,224
-135.375,58.625,0,215
-135.2916667,58.625,0,307
-135.2083333,58.625,0,266
-135.125,58.625,0,215
-134.9583333,58.625,0,216
-134.875,58.625,0,292
-134.7916667,58.625,0,252
-134.7083333,58.625,0,215
-134.625,58.625,0,203
-134.5416667,58.625,0,193
-134.4583333,58.625,0,196
-134.375,58.625,0,193
-134.2916667,58.625,0,187
-134.2083333,58.625,0,191
-134.125,58.625,0,190
-134.0416667,58.625,0,188
-133.9583333,58.625,0,194
-133.875,58.625,0,201
-133.7916667,58.625,0,218
-133.7083333,58.625,0,222
-133.625,58.625,0,383
-133.5416667,58.625,0,429
-133.4583333,58.625,0,241
-133.375,58.625,0,244
-133.2916667,58.625,0,226
-133.2083333,58.625,0,204
-133.125,58.625,0,162
-133.0416667,58.625,0,167
-132.9583333,58.625,0,160
-132.875,58.625,0,175
-132.7916667,58.625,0,162
-132.7083333,58.625,0,131
-132.625,58.625,0,141
-132.5416667,58.625,0,160
-132.4583333,58.625,0,156
-132.375,58.625,0,128
-132.2916667,58.625,0,105
-132.2083333,58.625,0,102
-132.125,58.625,0,97
-132.0416667,58.625,0,126
-131.9583333,58.625,0,147
-131.875,58.625,0,121
-131.7916667,58.625,0,96
-131.7083333,58.625,0,93
-131.625,58.625,0,95
-131.5416667,58.625,0,109
-131.4583333,58.625,0,116
-131.375,58.625,0,111
-131.2916667,58.625,0,101
-131.2083333,58.625,0,85
-131.125,58.625,0,81
-131.0416667,58.625,0,79
-130.9583333,58.625,0,73
-130.875,58.625,0,74
-130.7916667,58.625,0,76
-130.7083333,58.625,0,82
-130.625,58.625,0,99
-130.5416667,58.625,0,104
-130.4583333,58.625,0,96
-130.375,58.625,0,87
-130.2916667,58.625,0,76
-130.2083333,58.625,0,73
-130.125,58.625,0,68
-130.0416667,58.625,0,44
-129.9583333,58.625,0,55
-129.875,58.625,0,61
-129.7916667,58.625,0,58
-129.7083333,58.625,0,60
-129.625,58.625,0,67
-129.5416667,58.625,0,69
-129.4583333,58.625,0,81
-129.375,58.625,0,94
-129.2916667,58.625,0,86
-129.2083333,58.625,0,73
-129.125,58.625,0,72
-129.0416667,58.625,0,88
-128.9583333,58.625,0,78
-128.875,58.625,0,76
-128.7916667,58.625,0,70
-128.7083333,58.625,0,58
-128.625,58.625,0,79
-128.5416667,58.625,0,73
-128.4583333,58.625,0,62
-128.375,58.625,0,65
-128.2916667,58.625,0,67
-128.2083333,58.625,0,65
-128.125,58.625,0,54
-128.0416667,58.625,0,59
-127.9583333,58.625,0,78
-127.875,58.625,0,71
-127.7916667,58.625,0,60
-127.7083333,58.625,0,48
-127.625,58.625,0,49
-127.5416667,58.625,0,58
-127.4583333,58.625,0,60
-127.375,58.625,0,63
-127.2916667,58.625,0,63
-127.2083333,58.625,0,60
-127.125,58.625,0,41
-127.0416667,58.625,0,34
-126.9583333,58.625,0,50
-126.875,58.625,0,61
-126.7916667,58.625,0,57
-126.7083333,58.625,0,49
-126.625,58.625,0,52
-126.5416667,58.625,0,57
-126.4583333,58.625,0,69
-126.375,58.625,0,77
-126.2916667,58.625,0,73
-126.2083333,58.625,0,69
-126.125,58.625,0,67
-126.0416667,58.625,0,66
-125.9583333,58.625,0,68
-125.875,58.625,0,63
-125.7916667,58.625,0,53
-125.7083333,58.625,0,48
-125.625,58.625,0,66
-125.5416667,58.625,0,75
-125.4583333,58.625,0,77
-125.375,58.625,0,79
-125.2916667,58.625,0,74
-125.2083333,58.625,0,69
-125.125,58.625,0,59
-125.0416667,58.625,0,57
-124.9583333,58.625,0,60
-124.875,58.625,0,72
-124.7916667,58.625,0,68
-124.7083333,58.625,0,73
-124.625,58.625,0,69
-124.5416667,58.625,0,57
-124.4583333,58.625,0,58
-124.375,58.625,0,53
-124.2916667,58.625,0,51
-124.2083333,58.625,0,49
-124.125,58.625,0,47
-124.0416667,58.625,0,40
-123.9583333,58.625,0,37
-123.875,58.625,0,37
-123.7916667,58.625,0,35
-123.7083333,58.625,0,34
-123.625,58.625,0,32
-123.5416667,58.625,0,33
-123.4583333,58.625,0,34
-123.375,58.625,0,32
-123.2916667,58.625,0,28
-123.2083333,58.625,0,28
-123.125,58.625,0,28
-123.0416667,58.625,0,27
-122.9583333,58.625,0,27
-122.875,58.625,0,27
-122.7916667,58.625,0,26
-122.7083333,58.625,0,27
-122.625,58.625,0,26
-122.5416667,58.625,0,25
-122.4583333,58.625,0,25
-122.375,58.625,0,29
-122.2916667,58.625,0,29
-122.2083333,58.625,0,29
-122.125,58.625,0,28
-122.0416667,58.625,0,27
-121.9583333,58.625,0,27
-121.875,58.625,0,27
-121.7916667,58.625,0,27
-121.7083333,58.625,0,26
-121.625,58.625,0,25
-121.5416667,58.625,0,25
-121.4583333,58.625,0,25
-121.375,58.625,0,26
-121.2916667,58.625,0,25
-121.2083333,58.625,0,25
-121.125,58.625,0,25
-121.0416667,58.625,0,24
-120.9583333,58.625,0,24
-120.875,58.625,0,24
-120.7916667,58.625,0,25
-120.7083333,58.625,0,25
-120.625,58.625,0,26
-120.5416667,58.625,0,27
-120.4583333,58.625,0,25
-120.375,58.625,0,25
-120.2916667,58.625,0,27
-120.2083333,58.625,0,26
-120.125,58.625,0,27
-120.0416667,58.625,0,26
-119.9583333,58.625,0,26
-119.875,58.625,0,24
-119.7916667,58.625,0,24
-119.7083333,58.625,0,24
-119.625,58.625,0,23
-119.5416667,58.625,0,24
-119.4583333,58.625,0,24
-119.375,58.625,0,23
-119.2916667,58.625,0,25
-119.2083333,58.625,0,25
-119.125,58.625,0,26
-119.0416667,58.625,0,25
-118.9583333,58.625,0,25
-118.875,58.625,0,24
-118.7916667,58.625,0,24
-118.7083333,58.625,0,24
-118.625,58.625,0,21
-118.5416667,58.625,0,22
-118.4583333,58.625,0,23
-118.375,58.625,0,22
-118.2916667,58.625,0,21
-118.2083333,58.625,0,22
-118.125,58.625,0,24
-118.0416667,58.625,0,22
-117.9583333,58.625,0,24
-117.875,58.625,0,22
-117.7916667,58.625,0,19
-117.7083333,58.625,0,19
-117.625,58.625,0,18
-117.5416667,58.625,0,18
-117.4583333,58.625,0,18
-117.375,58.625,0,19
-117.2916667,58.625,0,18
-117.2083333,58.625,0,19
-117.125,58.625,0,19
-117.0416667,58.625,0,19
-116.9583333,58.625,0,17
-116.875,58.625,0,16
-116.7916667,58.625,0,17
-116.7083333,58.625,0,17
-116.625,58.625,0,17
-116.5416667,58.625,0,16
-116.4583333,58.625,0,19
-116.375,58.625,0,19
-116.2916667,58.625,0,19
-116.2083333,58.625,0,19
-116.125,58.625,0,21
-116.0416667,58.625,0,20
-115.9583333,58.625,0,19
-115.875,58.625,0,19
-115.7916667,58.625,0,19
-115.7083333,58.625,0,20
-115.625,58.625,0,21
-115.5416667,58.625,0,21
-115.4583333,58.625,0,22
-115.375,58.625,0,20
-115.2916667,58.625,0,21
-115.2083333,58.625,0,24
-115.125,58.625,0,23
-115.0416667,58.625,0,23
-114.9583333,58.625,0,21
-114.875,58.625,0,21
-114.7916667,58.625,0,23
-114.7083333,58.625,0,23
-114.625,58.625,0,23
-114.5416667,58.625,0,23
-114.4583333,58.625,0,24
-114.375,58.625,0,26
-114.2916667,58.625,0,28
-114.2083333,58.625,0,29
-114.125,58.625,0,30
-114.0416667,58.625,0,30
-113.9583333,58.625,0,27
-113.875,58.625,0,27
-113.7916667,58.625,0,28
-113.7083333,58.625,0,26
-113.625,58.625,0,27
-113.5416667,58.625,0,28
-113.4583333,58.625,0,25
-113.375,58.625,0,27
-113.2916667,58.625,0,28
-113.2083333,58.625,0,28
-113.125,58.625,0,28
-113.0416667,58.625,0,26
-112.9583333,58.625,0,24
-112.875,58.625,0,22
-112.7916667,58.625,0,22
-112.7083333,58.625,0,23
-112.625,58.625,0,27
-112.5416667,58.625,0,25
-112.4583333,58.625,0,25
-112.375,58.625,0,25
-112.2916667,58.625,0,25
-112.2083333,58.625,0,28
-112.125,58.625,0,26
-112.0416667,58.625,0,26
-111.9583333,58.625,0,25
-111.875,58.625,0,24
-111.7916667,58.625,0,24
-111.7083333,58.625,0,23
-111.625,58.625,0,25
-111.5416667,58.625,0,24
-111.4583333,58.625,0,22
-111.375,58.625,0,21
-111.2916667,58.625,0,21
-111.2083333,58.625,0,21
-111.125,58.625,0,21
-111.0416667,58.625,0,20
-110.9583333,58.625,0,21
-110.875,58.625,0,20
-110.7916667,58.625,0,20
-110.7083333,58.625,0,20
-110.625,58.625,0,19
-110.5416667,58.625,0,20
-110.4583333,58.625,0,20
-110.375,58.625,0,20
-110.2916667,58.625,0,23
-110.2083333,58.625,0,25
-110.125,58.625,0,22
-110.0416667,58.625,0,21
-137.5416667,58.54166667,0,400
-137.4583333,58.54166667,0,402
-137.375,58.54166667,0,399
-137.2916667,58.54166667,0,325
-137.2083333,58.54166667,0,385
-137.125,58.54166667,0,327
-137.0416667,58.54166667,0,301
-136.9583333,58.54166667,0,262
-136.875,58.54166667,0,262
-136.7916667,58.54166667,0,256
-136.7083333,58.54166667,0,262
-136.625,58.54166667,0,280
-136.5416667,58.54166667,0,421
-136.4583333,58.54166667,0,508
-136.375,58.54166667,0,347
-136.2916667,58.54166667,0,325
-136.2083333,58.54166667,0,279
-136.125,58.54166667,0,262
-136.0416667,58.54166667,0,251
-135.9583333,58.54166667,0,235
-135.875,58.54166667,0,237
-135.7916667,58.54166667,0,245
-135.7083333,58.54166667,0,283
-135.625,58.54166667,0,316
-135.5416667,58.54166667,0,315
-135.4583333,58.54166667,0,288
-135.375,58.54166667,0,223
-135.2916667,58.54166667,0,237
-135.2083333,58.54166667,0,308
-135.125,58.54166667,0,251
-135.0416667,58.54166667,0,203
-134.9583333,58.54166667,0,193
-134.875,58.54166667,0,283
-134.7916667,58.54166667,0,298
-134.7083333,58.54166667,0,320
-134.625,58.54166667,0,205
-134.5416667,58.54166667,0,205
-134.4583333,58.54166667,0,204
-134.375,58.54166667,0,203
-134.2916667,58.54166667,0,195
-134.2083333,58.54166667,0,194
-134.125,58.54166667,0,204
-134.0416667,58.54166667,0,219
-133.9583333,58.54166667,0,253
-133.875,58.54166667,0,294
-133.7916667,58.54166667,0,295
-133.7083333,58.54166667,0,334
-133.625,58.54166667,0,347
-133.5416667,58.54166667,0,231
-133.4583333,58.54166667,0,226
-133.375,58.54166667,0,224
-133.2916667,58.54166667,0,227
-133.2083333,58.54166667,0,195
-133.125,58.54166667,0,203
-133.0416667,58.54166667,0,194
-132.9583333,58.54166667,0,187
-132.875,58.54166667,0,160
-132.7916667,58.54166667,0,168
-132.7083333,58.54166667,0,181
-132.625,58.54166667,0,158
-132.5416667,58.54166667,0,156
-132.4583333,58.54166667,0,152
-132.375,58.54166667,0,118
-132.2916667,58.54166667,0,116
-132.2083333,58.54166667,0,115
-132.125,58.54166667,0,107
-132.0416667,58.54166667,0,133
-131.9583333,58.54166667,0,152
-131.875,58.54166667,0,120
-131.7916667,58.54166667,0,101
-131.7083333,58.54166667,0,101
-131.625,58.54166667,0,116
-131.5416667,58.54166667,0,128
-131.4583333,58.54166667,0,137
-131.375,58.54166667,0,137
-131.2916667,58.54166667,0,132
-131.2083333,58.54166667,0,120
-131.125,58.54166667,0,102
-131.0416667,58.54166667,0,83
-130.9583333,58.54166667,0,82
-130.875,58.54166667,0,73
-130.7916667,58.54166667,0,75
-130.7083333,58.54166667,0,83
-130.625,58.54166667,0,91
-130.5416667,58.54166667,0,97
-130.4583333,58.54166667,0,91
-130.375,58.54166667,0,91
-130.2916667,58.54166667,0,86
-130.2083333,58.54166667,0,87
-130.125,58.54166667,0,68
-130.0416667,58.54166667,0,39
-129.9583333,58.54166667,0,50
-129.875,58.54166667,0,60
-129.7916667,58.54166667,0,63
-129.7083333,58.54166667,0,73
-129.625,58.54166667,0,83
-129.5416667,58.54166667,0,72
-129.4583333,58.54166667,0,68
-129.375,58.54166667,0,68
-129.2916667,58.54166667,0,68
-129.2083333,58.54166667,0,68
-129.125,58.54166667,0,77
-129.0416667,58.54166667,0,68
-128.9583333,58.54166667,0,76
-128.875,58.54166667,0,87
-128.7916667,58.54166667,0,64
-128.7083333,58.54166667,0,67
-128.625,58.54166667,0,77
-128.5416667,58.54166667,0,82
-128.4583333,58.54166667,0,79
-128.375,58.54166667,0,68
-128.2916667,58.54166667,0,76
-128.2083333,58.54166667,0,80
-128.125,58.54166667,0,74
-128.0416667,58.54166667,0,55
-127.9583333,58.54166667,0,75
-127.875,58.54166667,0,73
-127.7916667,58.54166667,0,73
-127.7083333,58.54166667,0,68
-127.625,58.54166667,0,48
-127.5416667,58.54166667,0,58
-127.4583333,58.54166667,0,75
-127.375,58.54166667,0,66
-127.2916667,58.54166667,0,52
-127.2083333,58.54166667,0,46
-127.125,58.54166667,0,46
-127.0416667,58.54166667,0,39
-126.9583333,58.54166667,0,36
-126.875,58.54166667,0,37
-126.7916667,58.54166667,0,49
-126.7083333,58.54166667,0,48
-126.625,58.54166667,0,47
-126.5416667,58.54166667,0,55
-126.4583333,58.54166667,0,51
-126.375,58.54166667,0,62
-126.2916667,58.54166667,0,68
-126.2083333,58.54166667,0,69
-126.125,58.54166667,0,72
-126.0416667,58.54166667,0,70
-125.9583333,58.54166667,0,66
-125.875,58.54166667,0,74
-125.7916667,58.54166667,0,74
-125.7083333,58.54166667,0,55
-125.625,58.54166667,0,65
-125.5416667,58.54166667,0,75
-125.4583333,58.54166667,0,75
-125.375,58.54166667,0,77
-125.2916667,58.54166667,0,74
-125.2083333,58.54166667,0,69
-125.125,58.54166667,0,67
-125.0416667,58.54166667,0,56
-124.9583333,58.54166667,0,62
-124.875,58.54166667,0,73
-124.7916667,58.54166667,0,73
-124.7083333,58.54166667,0,79
-124.625,58.54166667,0,81
-124.5416667,58.54166667,0,75
-124.4583333,58.54166667,0,62
-124.375,58.54166667,0,60
-124.2916667,58.54166667,0,59
-124.2083333,58.54166667,0,54
-124.125,58.54166667,0,49
-124.0416667,58.54166667,0,44
-123.9583333,58.54166667,0,44
-123.875,58.54166667,0,38
-123.7916667,58.54166667,0,34
-123.7083333,58.54166667,0,36
-123.625,58.54166667,0,39
-123.5416667,58.54166667,0,39
-123.4583333,58.54166667,0,35
-123.375,58.54166667,0,31
-123.2916667,58.54166667,0,32
-123.2083333,58.54166667,0,31
-123.125,58.54166667,0,28
-123.0416667,58.54166667,0,27
-122.9583333,58.54166667,0,26
-122.875,58.54166667,0,26
-122.7916667,58.54166667,0,25
-122.7083333,58.54166667,0,28
-122.625,58.54166667,0,28
-122.5416667,58.54166667,0,27
-122.4583333,58.54166667,0,25
-122.375,58.54166667,0,26
-122.2916667,58.54166667,0,26
-122.2083333,58.54166667,0,29
-122.125,58.54166667,0,28
-122.0416667,58.54166667,0,28
-121.9583333,58.54166667,0,26
-121.875,58.54166667,0,26
-121.7916667,58.54166667,0,25
-121.7083333,58.54166667,0,25
-121.625,58.54166667,0,25
-121.5416667,58.54166667,0,24
-121.4583333,58.54166667,0,25
-121.375,58.54166667,0,26
-121.2916667,58.54166667,0,25
-121.2083333,58.54166667,0,25
-121.125,58.54166667,0,24
-121.0416667,58.54166667,0,25
-120.9583333,58.54166667,0,24
-120.875,58.54166667,0,24
-120.7916667,58.54166667,0,24
-120.7083333,58.54166667,0,24
-120.625,58.54166667,0,25
-120.5416667,58.54166667,0,26
-120.4583333,58.54166667,0,23
-120.375,58.54166667,0,25
-120.2916667,58.54166667,0,26
-120.2083333,58.54166667,0,27
-120.125,58.54166667,0,27
-120.0416667,58.54166667,0,26
-119.9583333,58.54166667,0,23
-119.875,58.54166667,0,23
-119.7916667,58.54166667,0,23
-119.7083333,58.54166667,0,23
-119.625,58.54166667,0,21
-119.5416667,58.54166667,0,22
-119.4583333,58.54166667,0,22
-119.375,58.54166667,0,22
-119.2916667,58.54166667,0,23
-119.2083333,58.54166667,0,23
-119.125,58.54166667,0,24
-119.0416667,58.54166667,0,24
-118.9583333,58.54166667,0,24
-118.875,58.54166667,0,24
-118.7916667,58.54166667,0,24
-118.7083333,58.54166667,0,24
-118.625,58.54166667,0,24
-118.5416667,58.54166667,0,24
-118.4583333,58.54166667,0,21
-118.375,58.54166667,0,24
-118.2916667,58.54166667,0,24
-118.2083333,58.54166667,0,24
-118.125,58.54166667,0,24
-118.0416667,58.54166667,0,22
-117.9583333,58.54166667,0,22
-117.875,58.54166667,0,21
-117.7916667,58.54166667,0,20
-117.7083333,58.54166667,0,21
-117.625,58.54166667,0,22
-117.5416667,58.54166667,0,23
-117.4583333,58.54166667,0,20
-117.375,58.54166667,0,19
-117.2916667,58.54166667,0,20
-117.2083333,58.54166667,0,20
-117.125,58.54166667,0,21
-117.0416667,58.54166667,0,21
-116.9583333,58.54166667,0,19
-116.875,58.54166667,0,19
-116.7916667,58.54166667,0,21
-116.7083333,58.54166667,0,19
-116.625,58.54166667,0,20
-116.5416667,58.54166667,0,22
-116.4583333,58.54166667,0,23
-116.375,58.54166667,0,23
-116.2916667,58.54166667,0,24
-116.2083333,58.54166667,0,26
-116.125,58.54166667,0,25
-116.0416667,58.54166667,0,24
-115.9583333,58.54166667,0,24
-115.875,58.54166667,0,24
-115.7916667,58.54166667,0,24
-115.7083333,58.54166667,0,26
-115.625,58.54166667,0,25
-115.5416667,58.54166667,0,25
-115.4583333,58.54166667,0,26
-115.375,58.54166667,0,25
-115.2916667,58.54166667,0,23
-115.2083333,58.54166667,0,24
-115.125,58.54166667,0,25
-115.0416667,58.54166667,0,25
-114.9583333,58.54166667,0,26
-114.875,58.54166667,0,26
-114.7916667,58.54166667,0,26
-114.7083333,58.54166667,0,23
-114.625,58.54166667,0,23
-114.5416667,58.54166667,0,25
-114.4583333,58.54166667,0,25
-114.375,58.54166667,0,27
-114.2916667,58.54166667,0,27
-114.2083333,58.54166667,0,29
-114.125,58.54166667,0,29
-114.0416667,58.54166667,0,30
-113.9583333,58.54166667,0,29
-113.875,58.54166667,0,30
-113.7916667,58.54166667,0,31
-113.7083333,58.54166667,0,30
-113.625,58.54166667,0,28
-113.5416667,58.54166667,0,28
-113.4583333,58.54166667,0,28
-113.375,58.54166667,0,29
-113.2916667,58.54166667,0,29
-113.2083333,58.54166667,0,28
-113.125,58.54166667,0,25
-113.0416667,58.54166667,0,25
-112.9583333,58.54166667,0,23
-112.875,58.54166667,0,23
-112.7916667,58.54166667,0,23
-112.7083333,58.54166667,0,24
-112.625,58.54166667,0,24
-112.5416667,58.54166667,0,23
-112.4583333,58.54166667,0,24
-112.375,58.54166667,0,22
-112.2916667,58.54166667,0,24
-112.2083333,58.54166667,0,23
-112.125,58.54166667,0,25
-112.0416667,58.54166667,0,26
-111.9583333,58.54166667,0,26
-111.875,58.54166667,0,25
-111.7916667,58.54166667,0,24
-111.7083333,58.54166667,0,24
-111.625,58.54166667,0,25
-111.5416667,58.54166667,0,24
-111.4583333,58.54166667,0,23
-111.375,58.54166667,0,21
-111.2916667,58.54166667,0,23
-111.2083333,58.54166667,0,21
-111.125,58.54166667,0,21
-111.0416667,58.54166667,0,21
-110.9583333,58.54166667,0,21
-110.875,58.54166667,0,21
-110.7916667,58.54166667,0,20
-110.7083333,58.54166667,0,21
-110.625,58.54166667,0,24
-110.5416667,58.54166667,0,23
-110.4583333,58.54166667,0,25
-110.375,58.54166667,0,24
-110.2916667,58.54166667,0,26
-110.2083333,58.54166667,0,24
-110.125,58.54166667,0,23
-110.0416667,58.54166667,0,22
-137.375,58.45833333,0,397
-137.2916667,58.45833333,0,397
-137.2083333,58.45833333,0,392
-137.125,58.45833333,0,386
-137.0416667,58.45833333,0,331
-136.9583333,58.45833333,0,380
-136.875,58.45833333,0,363
-136.7916667,58.45833333,0,355
-136.7083333,58.45833333,0,312
-136.625,58.45833333,0,313
-136.5416667,58.45833333,0,372
-136.4583333,58.45833333,0,370
-136.375,58.45833333,0,511
-136.2916667,58.45833333,0,321
-136.2083333,58.45833333,0,278
-136.125,58.45833333,0,272
-136.0416667,58.45833333,0,253
-135.9583333,58.45833333,0,227
-135.875,58.45833333,0,234
-135.7916667,58.45833333,0,242
-135.7083333,58.45833333,0,248
-135.625,58.45833333,0,279
-135.5416667,58.45833333,0,305
-135.4583333,58.45833333,0,278
-135.375,58.45833333,0,316
-135.2916667,58.45833333,0,246
-135.2083333,58.45833333,0,260
-135.125,58.45833333,0,307
-135.0416667,58.45833333,0,197
-134.9583333,58.45833333,0,199
-134.875,58.45833333,0,216
-134.7916667,58.45833333,0,231
-134.7083333,58.45833333,0,310
-134.625,58.45833333,0,327
-134.5416667,58.45833333,0,286
-134.4583333,58.45833333,0,227
-134.375,58.45833333,0,220
-134.2916667,58.45833333,0,211
-134.2083333,58.45833333,0,206
-134.125,58.45833333,0,227
-134.0416667,58.45833333,0,254
-133.9583333,58.45833333,0,337
-133.875,58.45833333,0,248
-133.7916667,58.45833333,0,243
-133.7083333,58.45833333,0,254
-133.625,58.45833333,0,225
-133.5416667,58.45833333,0,214
-133.4583333,58.45833333,0,212
-133.375,58.45833333,0,209
-133.2916667,58.45833333,0,219
-133.2083333,58.45833333,0,202
-133.125,58.45833333,0,203
-133.0416667,58.45833333,0,228
-132.9583333,58.45833333,0,188
-132.875,58.45833333,0,205
-132.7916667,58.45833333,0,173
-132.7083333,58.45833333,0,174
-132.625,58.45833333,0,159
-132.5416667,58.45833333,0,145
-132.4583333,58.45833333,0,149
-132.375,58.45833333,0,151
-132.2916667,58.45833333,0,172
-132.2083333,58.45833333,0,145
-132.125,58.45833333,0,121
-132.0416667,58.45833333,0,119
-131.9583333,58.45833333,0,119
-131.875,58.45833333,0,107
-131.7916667,58.45833333,0,107
-131.7083333,58.45833333,0,107
-131.625,58.45833333,0,125
-131.5416667,58.45833333,0,139
-131.4583333,58.45833333,0,146
-131.375,58.45833333,0,144
-131.2916667,58.45833333,0,132
-131.2083333,58.45833333,0,130
-131.125,58.45833333,0,121
-131.0416667,58.45833333,0,108
-130.9583333,58.45833333,0,93
-130.875,58.45833333,0,85
-130.7916667,58.45833333,0,73
-130.7083333,58.45833333,0,70
-130.625,58.45833333,0,83
-130.5416667,58.45833333,0,101
-130.4583333,58.45833333,0,109
-130.375,58.45833333,0,95
-130.2916667,58.45833333,0,73
-130.2083333,58.45833333,0,60
-130.125,58.45833333,0,53
-130.0416667,58.45833333,0,45
-129.9583333,58.45833333,0,44
-129.875,58.45833333,0,65
-129.7916667,58.45833333,0,79
-129.7083333,58.45833333,0,79
-129.625,58.45833333,0,101
-129.5416667,58.45833333,0,94
-129.4583333,58.45833333,0,90
-129.375,58.45833333,0,96
-129.2916667,58.45833333,0,77
-129.2083333,58.45833333,0,83
-129.125,58.45833333,0,84
-129.0416667,58.45833333,0,73
-128.9583333,58.45833333,0,63
-128.875,58.45833333,0,62
-128.7916667,58.45833333,0,65
-128.7083333,58.45833333,0,67
-128.625,58.45833333,0,74
-128.5416667,58.45833333,0,66
-128.4583333,58.45833333,0,63
-128.375,58.45833333,0,70
-128.2916667,58.45833333,0,65
-128.2083333,58.45833333,0,74
-128.125,58.45833333,0,70
-128.0416667,58.45833333,0,64
-127.9583333,58.45833333,0,73
-127.875,58.45833333,0,68
-127.7916667,58.45833333,0,66
-127.7083333,58.45833333,0,68
-127.625,58.45833333,0,64
-127.5416667,58.45833333,0,48
-127.4583333,58.45833333,0,52
-127.375,58.45833333,0,51
-127.2916667,58.45833333,0,62
-127.2083333,58.45833333,0,60
-127.125,58.45833333,0,63
-127.0416667,58.45833333,0,53
-126.9583333,58.45833333,0,45
-126.875,58.45833333,0,42
-126.7916667,58.45833333,0,38
-126.7083333,58.45833333,0,38
-126.625,58.45833333,0,42
-126.5416667,58.45833333,0,43
-126.4583333,58.45833333,0,47
-126.375,58.45833333,0,48
-126.2916667,58.45833333,0,53
-126.2083333,58.45833333,0,65
-126.125,58.45833333,0,73
-126.0416667,58.45833333,0,71
-125.9583333,58.45833333,0,71
-125.875,58.45833333,0,72
-125.7916667,58.45833333,0,75
-125.7083333,58.45833333,0,65
-125.625,58.45833333,0,68
-125.5416667,58.45833333,0,73
-125.4583333,58.45833333,0,76
-125.375,58.45833333,0,70
-125.2916667,58.45833333,0,61
-125.2083333,58.45833333,0,64
-125.125,58.45833333,0,55
-125.0416667,58.45833333,0,71
-124.9583333,58.45833333,0,67
-124.875,58.45833333,0,63
-124.7916667,58.45833333,0,74
-124.7083333,58.45833333,0,76
-124.625,58.45833333,0,73
-124.5416667,58.45833333,0,75
-124.4583333,58.45833333,0,71
-124.375,58.45833333,0,67
-124.2916667,58.45833333,0,63
-124.2083333,58.45833333,0,58
-124.125,58.45833333,0,52
-124.0416667,58.45833333,0,48
-123.9583333,58.45833333,0,47
-123.875,58.45833333,0,44
-123.7916667,58.45833333,0,38
-123.7083333,58.45833333,0,35
-123.625,58.45833333,0,35
-123.5416667,58.45833333,0,37
-123.4583333,58.45833333,0,39
-123.375,58.45833333,0,40
-123.2916667,58.45833333,0,36
-123.2083333,58.45833333,0,33
-123.125,58.45833333,0,30
-123.0416667,58.45833333,0,29
-122.9583333,58.45833333,0,28
-122.875,58.45833333,0,26
-122.7916667,58.45833333,0,27
-122.7083333,58.45833333,0,28
-122.625,58.45833333,0,28
-122.5416667,58.45833333,0,28
-122.4583333,58.45833333,0,27
-122.375,58.45833333,0,30
-122.2916667,58.45833333,0,28
